TXT_KEY_BUILDING_ASYLUM_HELP	[ICON_BULLET] 有几率赋予在该城市建造的单位 [LINK=PROMOTION_CRAZED]疯狂[\\LINK] 晋升。
TXT_KEY_BUILDING_CATACOMB_LIBRALUS_PEDIA	塞比尔来到一扇标着「收货」的门前。车夫领她走到门边，重重地敲了两下。门开了，露出一个身材极其矮小的屠夫。那矮人抬头看了看车夫，又注意到塞比尔。「好！好！」他说着，把他们让进一间看似木匠作坊的屋子——只不过这里的木头被切开时会流血。「你们赶得这么急，值得称赞；要知道，我们这儿可是身体魔法的忠实拥趸。你们该为这番辛劳拿一笔好报酬。要换新马吗？」[NEWLINE][NEWLINE]「马儿都好，」车夫答道，「它们是良种，扛得住那些法术。今晚只要吃饱睡足，明天体力就能恢复。」[NEWLINE][NEWLINE]「都是好牲口，是不是？」矮人和气地说，一边把桌上的工具收开。一个头发花白、系着同样脏兮兮围裙的女矮人走过来加入他。「太好了！」她说，「咱们开始吧。我叫奥迪亚，他是哈姆——怕他没自我介绍。」[NEWLINE][NEWLINE]「安东，」车夫说。[NEWLINE][NEWLINE]奥迪亚转身打量塞比尔。「让我瞧瞧你……比我预想的还要好！来，躺到桌上去。」安东上前想帮忙抬塞比尔，却发现根本用不着——奥迪亚个头虽小，却毫不费力地把塞比尔挪到了矮人尺寸的桌子上。奥迪亚笑道：「她是空的，没有内脏。我托努比亚的客户把她清理干净，免得腐坏。只要不见太阳，尸体旅途中就能保持得像样。」安东点点头。奥迪亚觉得他神情不安。「抱歉，你认识她吗？」[NEWLINE][NEWLINE]「不，不……我根本不知道她是谁，也不知道她对那些贵族为何重要。她看着不像贵族。」他顿了顿，朝门口示意，「其余的货还在我的马车上。」[NEWLINE][NEWLINE]「是她的血吧，我猜。能去取来吗？哈姆得检查一下，确认防腐剂还管用。几乎每片土地上都有天然的抗凝血物，可我们的更好。我有几套加快反应的理论，能让墨水不那么腐蚀，不过那得用熵之能量，那玩意儿可不好弄……」[NEWLINE][NEWLINE]门外，安东把血交给哈姆，把马牵到阴凉处。这是他头一回来到鲁崔尔普人的土地。他向自己承认，他一直对矮人有点偏见，却又想不出任何缘由。他打量着书页地陵的建筑，暗自赞叹；照他所听说的，他本以为这不过是家只会一样把戏的稀奇铺子。这地方最初是座向所有人开放的地陵，直到死灵法师们养成了利用它的恶习，才使「自由地穴」这名声败坏下来。后来它被一位富有的博学之士买下，改造成如今被人俗称为「书页地陵」的机构。地面上不过是座简单的建筑，矮墙环绕，入口以拱门与立柱装点。[NEWLINE][NEWLINE]安东回到作坊，看见奥迪亚正在给塞比尔剥皮。切口沿胸口正中、锁骨一线、以及胯部上方划开。奥迪亚一边把皮向上掀起，一边削着连着皮与肌肉的脂肪膜。安东看着这情形呻吟出声，惊动了奥迪亚，让她知道他回来了。她解释道，那份热忱盖过了她对安东不安的体谅：「皮的状态很好，我们全都用得上。她的背——因为更光滑、更厚实——会被鞣制成书封。其余的则拉伸成犊皮纸做书页。」奥迪亚顿了顿，安东正盯着塞比尔的身体。「我知道，这不好看。可这是一种荣耀的来世。我以前做魔像，可给魔像注入生命就像把石头滚下山坡——它是可预料的，它就只会那一件事。而书籍是形式与功能、肉体与精神、神话与理性的完美合一。它们在每一方面都是我们自己。」她放下刀，安东在一架矮梯上坐下。奥迪亚接着说：「在这里，任何才能都能派上用场。你会施魔法吗？」[NEWLINE][NEWLINE]「会一点，只是些帮送货的小把戏——催马快跑、藏匿货物。都是些皮毛。」[NEWLINE][NEWLINE]「冰！想想看，有了冰之能量你能做什么！我们就能把埃瑞布斯任何角落的人都收进藏品。光是给士兵运送食物你就能发财。啊，只可惜我们弄不到……」安东笑了。这他早想过了。奥迪亚接着说：「我们这儿用到各种魔法：身体魔法帮我们改造遗体，不过那多半是手上功夫；我们的占卜师用精神魔法与死者沟通；附魔师则能给书本注入特殊属性。幸好我们身处一片死灵法术被明令禁止的土地，否则可有得操心了。要不要我带你去看看我们的一些藏品？」[NEWLINE][NEWLINE]「谢谢，」他答道，「可我得先安顿好我的马。我该去找家客栈。」[NEWLINE][NEWLINE]「随你便。我得干活，容不得分心。晚些再回来参观吧。」奥迪亚笑道，「现在，出去吧。」[NEWLINE][NEWLINE][NEWLINE]安东送来塞比尔已过去一周。他北上去与一个卡拉比姆的接头人碰面，对方取走了马车，只给安东留下一匹马。如今回到这座设防的城市，他在一家酒馆消磨了一晚，等待夜幕降临。他摸回书页地陵，来到那扇标着「收货」的门前，敲了敲。若奥迪亚来应门，他便有了到此的借口；若她不来，那事情就按计划进行。他撬开锁，溜了进去。屋里几乎没有光，他等着眼睛适应。桌子擦得干净，工具都已收好。里屋一扇门通往一条点着提灯的走廊。[NEWLINE][NEWLINE]当他步入正厅，才意识到自己低估了这地方的年岁与恢弘。他曾以为从前所在的法师公会那间藏书室已经很大，却从没见过这么多书。厅堂两侧排列着一架架书，各种肤色的书脊一律朝外。无数走廊向下通入地陵深处，处处堆满了书。安东想到要在这浩如烟海中找出一本书，不禁绝望，直到他看见各条走廊拱门上方镌刻的年份。[NEWLINE][NEWLINE]他走进最近的一条走廊，这里近五年才开始启用。他径直走到那排书的尽头。最后一本书下方有一小行刻字，是个马拉基姆的名字；那本书本就太暗，封面上还刺着一头狮子的纹样。倒数第二本是浅褐色，像一片干枯的草地。下方的刻字写着「无名」，并注明卒年。再往前那本是灰绿色，书脊上突出一只独角。他拿起那本浅褐色的。约莫两掌高，稍窄一些。封面很软——毕竟是皮革。书脊结实。是骨头吗？他想象那是她的胸骨，又想起她的乳房，一只已剥去皮，另一只只是死了。他翻开封面，用手指沿着内侧书脊摸过去。书页是用褐色头发搓成的线缝在封面上的。首页上有字，墨迹仍泛红，尚未褪成褐色。上面写着：亲爱的艾茵——你永远不会读到这些，但请知道，我永远爱你。一阵寒意攫住了他。他把塞比尔的书塞进背包，回到正厅。[NEWLINE][NEWLINE]他看了看拱门上方的年份，走进下一条走廊。走廊两侧的书面面相对地排列着。当他扫视那些刻字时，脑中涌起一团纷乱的名字。[NEWLINE][NEWLINE]「你在找什么东西吗，安东？」他猛地转身，看见奥迪亚站在走廊中央。她神色轻松；他尽力装出同样的模样。她脱去了围裙，穿得随意舒适，安东觉得她相当动人。[NEWLINE][NEWLINE]「呃……是的。一本书。一本……我祖父的书。」[NEWLINE][NEWLINE]「还有别的吗？」[NEWLINE][NEWLINE]「……没有。」[NEWLINE][NEWLINE]「他叫什么名字？」[NEWLINE][NEWLINE]安东瞥了一眼正厅，看奥迪亚是否独自一人。「杰拉德·科曼德。」[NEWLINE][NEWLINE]「我知道他！在他那个年代可是个了不得的革命家。你认识他吗？」[NEWLINE][NEWLINE]「不认识。我父亲反对他的政见，带着一家人离开了那座城。我是在农场出生的。」[NEWLINE][NEWLINE]「你祖父是在革命结束前被人谋杀的，对吧？」[NEWLINE][NEWLINE]「是的。我得弄清楚，那不是……我父亲干的。」[NEWLINE][NEWLINE]「你祖父就在这儿，」她指向走廊更深处。安东谨慎地跟上她。「我们的占卜师作为死者的书写工具，虽只有有限的成效，却能让死者留下最后的遗言。」[NEWLINE][NEWLINE]「死人会写字？」安东试探道。[NEWLINE][NEWLINE]「我们会问他们有没有想说的。他们通常在琢磨这辈子有什么本该做得不同，所以满肚子劝诫。他们或许会为自己写颂词，或许把一生从头讲到尾——碰上这种，我们得给占卜师放个小假才缓得过来。可要记住，这些都是善良的灵魂；我们连造一本心术不正的书会有什么凶险都不愿去知道。」[NEWLINE][NEWLINE]「那个女人，」安东心想，「她做了什么，竟让卡拉比姆人如此看重？」[NEWLINE][NEWLINE]「被谋杀的人通常都有话要说……」奥迪亚停下脚步，朝一本书示意，那书比塞比尔的更小、更苍白。[NEWLINE][NEWLINE]安东说：「他会说出凶手的名字吗？」奥迪亚没有回答，安东拿起了祖父的书。他翻开读道：我最爱那些血肉之罪。他翻着书页：一片空白。他深深叹了口气，把书放下。奥迪亚后退一步。「你连另一本书也要还回来吗？」[NEWLINE][NEWLINE]安东双脚叉开，面对着奥迪亚。「不。抱歉，可我要偷走它。」他把一把刀举到与她双眼齐平，缓缓朝她逼近一步。[NEWLINE][NEWLINE]「我拦不住你，」她平静地说，「可这是个错误。这些书落到坏人手里极其危险。它们绝不能离开这里。」[NEWLINE][NEWLINE]「我知道。可你那些&#145;客户'没给我留任何选择。」两人小心翼翼地绕着彼此，像跳一支戒备的舞。见正厅已空，安东从正门离去。[NEWLINE][NEWLINE][NEWLINE]城墙之外，安东潜到马旁，翻身上马，掉头朝北。他还没跑出多远，一阵突如其来的疾风——至少感觉像风——把他掀下马背，背包也散落一地。他在黑暗中看见一头石像怪逼近的身影，它的双翼遮住了城里透来的光。他拔腿就跑，若不是那道疾行法术，他本会当场毙命。可即便如此，他也只是在不远处的林缘倒下气绝，而《塞比尔之书》则留在了路旁。
TXT_KEY_BUILDING_CITADEL_OF_LIGHT_HELP	在你的回合开始时，对城市 2 格范围内最强大的敌方叠层造成火焰伤害。
TXT_KEY_BUILDING_COURTHOUSE_PEDIA	[TAB]该死的牌！他本已离赢得早班船的船票只差一步，偏偏抽到了阿劳恩之诅咒——尤其令人作呕的是，这张牌紧跟在一张塔之七之后，那张牌本几乎稳赢下整锅赌注。自那以后他的运气便糟糕透顶，那一局输掉了大半赢来的钱，随后又花了更多去借酒消愁。接着他被人用一桶水泼醒，发现自己已被强征到一艘驶向未知之地的桨帆船上服役。熬过五天折磨人的晕船，拉努恩海盗突袭而来，桨帆船被击沉，如今——被冲上岸后——他站在一间斯瓦塔尔法的法庭上，被控从事间谍活动。[PARAGRAPH:1]他对这些精灵又了解多少？内战是吧？什么光明宫廷与黑暗宫廷的事。在农庄长大让他对天下大事一知半解。他环顾这陌生的法庭——装潢颇为堂皇，透着一股奢靡之气，绝非他希普斯故土那种讲求实用的风格。他的目光落在一尊小雕像上。它有什么地方不太对劲……啊……对了……那天平，秤盘上摞着钱币。这么说……玛门在这间法庭里也有一份戏要唱？他那隐秘的钱袋里还剩几枚钱币。他一朝法警使了眼色，事情便开始加速运转起来，玛门显然备下了一套顺滑的快速通道，因为他发现自己被人引出法庭——代价是几枚钱币——带进了一间密室。[PARAGRAPH:1]「看来你近来手气不太好，想要……啊哈……让庭审的流程加快些，可以这么说？」[PARAGRAPH:1]「是的，法官大人。」[PARAGRAPH:1]「……你付得起五枚钱币的罚金吗？」[PARAGRAPH:1]「付得起。」[PARAGRAPH:1]「好……那看来没问题了。不必走什么文书程序，我想我们此时此地就能得出个圆满的结论：罪名成立，你明日受绞。以艾苏斯之名，我们信守。」[PARAGRAPH:1]「……可……可献给玛门的那尊雕像呢？！」[PARAGRAPH:1]「是啊，是个漂亮的小玩意儿，不是吗？……而且我得说，它可是与自身重量等值的黄金。」[PARAGRAPH:2]——走进法庭时，应当先弄清庇护的天使是谁，再着手构筑你的辩护。
TXT_KEY_BUILDING_DEMONS_ALTAR_HELP	[ICON_BULLET]允许你牺牲活着的单位以换取额外研究。[NEWLINE][ICON_BULLET]赋予在该城市建造的 [LINK=PROMOTION_DEMON]恶魔[\\LINK] 单位 +2 经验。
TXT_KEY_BUILDING_FORGE_STRATEGY	提升城市的生产，并移除城市中单位的 [LINK=PROMOTION_RUSTED]锈蚀[\\LINK] 晋升。
TXT_KEY_BUILDING_GAMBLING_HOUSE_PEDIA	[TAB]赌场里满是各式各样的骰子、纸牌与棋盘游戏。有些甚至设有斗兽场，或提供更为阴暗的享乐。卡扎德人以举办老鼠赛跑闻名，而塞安的术士则召唤些小型生物令它们相互厮杀。[PARAGRAPH:1]但有一样东西在所有赌场里都大同小异，那就是它们最受欢迎的游戏——梦牌。巴尔塞拉弗人用纸牌玩它，埃洛希姆人用牌砖玩它，余灰部落则在粗糙的干皮片上玩它，这游戏已渗入埃瑞布斯的每一个阶层。这并不是说没有各家规矩：主宰的信徒常给圣杯牌加算额外点数，基尔莫芙的追随者则常让高塔牌免于被窃。但无论具体规矩如何，这游戏始终令君王与农夫同样着迷，几乎每家赌场里都有那么几个人在拼命祈祷，求能躲过死亡，翻出自己独缺的那一门花色的 7。
TXT_KEY_BUILDING_GAMBLING_HOUSE_HELP	[ICON_BULLET]在下院通过「赌博团伙」决议后，成本降低 75%[ICON_PRODUCTION]
TXT_KEY_BUILDING_GOVERNORS_MANOR_STRATEGY	[TAB]总督庄园是卡拉比姆版本的法院。它削减维护费的幅度不及一般的法院，但能降低厌战情绪，并为城中每个不满市民提供 +1 生产。
TXT_KEY_BUILDING_GUILD_OF_THE_NINE_HELP	[ICON_BULLET]允许玩家雇佣 [LINK=literal]雇佣兵[\\LINK] 单位。
