TXT_KEY_WB_AGAINST_THE_GREY_VICTORY_MALAKIM	"这不过是一间屋子，"那声音说道，"你踏足于此毫无意义。我们会离开此地，另寻他处。"[NEWLINE][NEWLINE]"这已不是你第一座被攻陷的城池了，幽影。你不屈服，我便绝不罢休。这世界已不复当年那般辽阔——当它从狂野而空旷的寒冬中浮现之时。可供藏身之地正在耗尽。"[NEWLINE][NEWLINE]山德尔冯出现在他身后。"你想要什么，德西乌斯？派一名希达刺客去托罗勒里亚尔刺杀你父亲？我想他正忙于应付多维洛的入侵。还是你更愿意我们去毒杀卡拉比姆的领主们？我们不愿让其他不死者注意到自己；我们在此道上尚且稚嫩，他们或许比我们知道得更多。"[NEWLINE][NEWLINE]"你对我知道得这么多，是吗？我想是时候由你来回答我的问题了。"[NEWLINE][NEWLINE]"给出答案不是我们的行事之道。我们观察、谋划、等待，若万不得已，便出手，而不让世人知晓我们曾在此。为的是保全希达一族与我们的隐秘。"山德尔冯再度隐去身形。德西乌斯转向沃恩，这位圣骑士取出一件卢古斯的圣物，光芒灌满整间屋子，照出安然端坐王座上的山德尔冯。"看来你占了上风。你的条件是什么？"[NEWLINE][NEWLINE]"我想知道你为何袭击艾斯妮和我。"[NEWLINE][NEWLINE]"你们二人都在坦普斯·莫尔的战事中举足轻重，那里离这处隐秘的山谷近得危险。而且你们正节节胜利。根据我们对你们在密尔沙漠中行动的观察，我们推算：一个因胜利而膨胀、力量大增的上位议会，会试图向此地扩张，妄图把我们纳入他们'开明'的统治之下。按兵不动的风险似乎大于出手的风险，于是我们启动了这一带的刺客，试图令战局陷入僵持，劝阻你们继续深入。可惜我们的谋划失败了，于是便有了你此刻的到来。"[NEWLINE][NEWLINE]"这就是你的作为？你凭自以为别人会做什么，就决定谁生谁死？"[NEWLINE][NEWLINE]山德尔冯朝德西乌斯冷笑，这是他流露出的第一丝情绪。"你就高尚多少？你是一位统治者——你在你疆域内不计其数的子民中决定谁生谁死。在你的士兵里，你处决背叛或逃亡之人，又把他们放出去对付那些胆敢与你为敌者。你对众多人行使审判者之权，却因我们这些胆敢只审判少数——只审判国王、祭司或将领——的人而动怒？"[NEWLINE][NEWLINE]"你对我没有任何权柄。"[NEWLINE][NEWLINE]"我们对你的权柄，与你对你子民的权柄一般无二——我们有依自己的判决行事的力量。"[NEWLINE][NEWLINE]德西乌斯叹了口气。"我原本前来，是想收你为附庸，用你对付我的敌人。如今我看清了，那会是个愚蠢的打算，只会招来我或我子嗣的死亡。这是我改而提出的方案。给我一名顾问。我们不去打扰你们，任你们过你们那漫长、宁静、与世隔绝的生活，但派你们中的一人坐进我们的议事会——不作为成员，而是在你们出手之前给我们示警。我的死为何该是你们的首选之策？"[NEWLINE][NEWLINE]山德尔冯审视着他。"这可以接受。前提是你亲口不向任何人透露我们的存在。你可以通过你的议事会来确保我们那点微薄的利益得以维系，而我们同样会在我们认为明智的期限内不去搅扰这个世界。"[NEWLINE][NEWLINE]"还有一个条件。我要艾斯妮的灵魂获得解脱。她已被杀，且无法复活。"[NEWLINE][NEWLINE]"那位埃洛希姆女子……拉萨斯袭击她时取走了冥界之刃，因为她知晓天界之门的秘密，那是埃洛希姆历代摄政者相传下来的。"[NEWLINE][NEWLINE]"如今为此杀她已毫无意义；那秘密已被使用，并经由天穹教传遍各地，直到闪光的博恩。放她的灵魂自由吧。"[NEWLINE][NEWLINE]"冥界之刃是来自幽冥的造物。它会把被它所杀之人的灵魂拉入阿拉温的国度，并将其禁锢在那里。摧毁它，应能解放那些灵魂本应归属别处之人。让他们自由，去侍奉他们真正的主宰，无论是在他们的灵窟之中，还是被召回埃雷布斯。"[NEWLINE][NEWLINE]"那我便照做，放艾斯妮自由，回到她的族人身边。"德西乌斯抽出他们从拉萨斯尸身上取来的那把刀，端详了片刻。绿色的符文在那把轻盈的乌木刀身上搏动。[NEWLINE][NEWLINE]山德尔冯身后突然又现出一个幽灵，吸引了他们的注意。"贝尔萨斯，欢迎回来，"山德尔冯说，"你的任务如何？"[NEWLINE][NEWLINE]"奥里克·尤尔文的战争不会那么容易被阻止。我无法接近他。他散发着寒冬之力，那是埃雷布斯几代人未曾见过的力量，而他的军队日益壮大。看来那无尽寒冬比我们所想的更有可能降临。"[NEWLINE][NEWLINE]"奥里克·尤尔文？我认得这名字……"德西乌斯说道。[NEWLINE][NEWLINE]"这是谁？"贝尔萨斯问。[NEWLINE][NEWLINE]"德西乌斯统领着马拉基姆的军队。他们发现了我们，但我们已达成谅解。"[NEWLINE][NEWLINE]"范恩·哥萨姆见过奥里克·尤尔文。范恩放弃了他在一个隐居精灵部族中备受尊崇的地位去解救他，若非奥里克那伟力显现，此举本会让他们二人都送了命。"[NEWLINE][NEWLINE]"奥里克是个魔法奇才，这份力量使他成为承载寒冬之力阴谋的合适容器。穆尔卡恩被弑神者所杀，令他的领域失去了合适的主宰。奥里克已聚齐那位神祇的器物，正准备成为其化身。贝尔萨斯被派去阻止他，但我们出手太迟。若聚集起来对抗他的军队不能阻止他，他将把整个埃雷布斯带回一个寒冬纪元。"[NEWLINE][NEWLINE]德西乌斯低头看着手中的剑片刻，然后将它入鞘。"倘若一位神祇不是被弑神者所杀，而是被冥界之刃所困呢？"[NEWLINE][NEWLINE]山德尔冯耸了耸肩。"我们对此毫无经验。我以为你打算解救你的朋友？"[NEWLINE][NEWLINE]"奥里克构成了严重的威胁。我们会去支援那些抵抗他的人，倘若冥界之刃能永远消弭这一威胁……我只能盼望艾斯妮原谅我。"
TXT_KEY_WB_BLOOD_OF_ANGELS_TORROLERIAL	卢西恩放手让麾下士兵劫掠托罗勒里亚尔。这一战打得艰苦，他们理应得此奖赏。他跟随奥里克进入大教堂，两侧是伊利安的队长们，正砍倒仍在守卫这座建筑的残余祭司。[NEWLINE][NEWLINE]墙壁上满是班诺尔人在地狱中征战的场景。每一幅里，萨巴曦尔或凯布瑞尔都护卫着忠诚的士兵。其中一幅里，一名孤身的班诺尔士兵立于一道正在合拢的传送门前，四周群魔环伺。[NEWLINE][NEWLINE]大教堂的中央是一间遍布朱尼尔符号的密室。一扇镶着燃烧之剑的门是进入密室的唯一通道，进入的律法就刻在门上。它宣称门后之地介于此世与天堂之间，是圣化之地，唯有大祭司方可开启或通行此门。[NEWLINE][NEWLINE]奥里克无视这些警告，猛地推开了门。卢西恩握紧他的斧头；他不知面对一位大天使该有何预料，但他的斧头至今未曾让他失望。[NEWLINE][NEWLINE]然而门后的密室空无一物。里面只有尘埃，多年来无人踏入这间密室。[NEWLINE][NEWLINE]"萨巴曦尔逃了吗？"一名队长问道。[NEWLINE][NEWLINE]"没有。"尽管懊恼，奥里克却笑了。"祭司们一直在欺骗民众。他们声称自己的律法是那位在地狱中庇护他们的大天使传下的，可他早已抛弃了他们。但他们仍拿他的传说来操控班诺尔人。这个谎言，让他们赔上了自己的都城。"[NEWLINE][NEWLINE]"那我们的仪式怎么办？"[NEWLINE][NEWLINE]"看来我们还有另一笔债要偿还。萨巴曦尔并非埃雷布斯唯一的大天使——格利高里的土地上也有一位。"
TXT_KEY_WB_FALL_OF_CUANTINE_INTRO	德西乌斯从剑上抹去哥布林的血，未作停歇便着手下一项任务——夷平哥布林们用来向班诺尔前哨发动袭击的堡垒。不久他便被一名信使打断。"德西乌斯·阿查雷，女指挥官们召见你。"德西乌斯点头，命部下继续拆毁哥布林的工事。[NEWLINE][NEWLINE]"德西乌斯，我要派你回托罗勒里亚尔。"[NEWLINE][NEWLINE]"遵命，夫人。我可否直言？"[NEWLINE][NEWLINE]"当然。"[NEWLINE][NEWLINE]"为何要把一个惯于征战之人调回都城？在我看来这像是降职。"[NEWLINE][NEWLINE]凯布瑞尔微笑。"不，这既不是降职，也不是我的决定。占卜者称此事关系重大，你必须照办，否则整个帝国都将陷入危难。所以即刻动身，向你父亲报到。"德西乌斯转身去筹备物资，不出一个时辰便已策马归乡。[NEWLINE][NEWLINE][NEWLINE]德西乌斯步入阿查雷家族要塞的议事厅。"我来了，大指挥官，尽管我尚不知为何。凯布瑞尔夫人在前线对我大有用处。"[NEWLINE][NEWLINE]萨玛西恩大人答道："我们已离开战场，我的孩子，你可以不必称我的头衔。你的名声已有些许起色，我愿授你以指挥之权。尽管你有理由怀疑，若我能够，我会把你留给凯布瑞尔夫人直到她的战事结束。占卜者们一如既往地含糊其辞，但他们的话必须听从，而他们对这一带的超自然威胁表达了严重的忧虑。既然你兄长已带兵南下增援拉布斯克鲁姆，阿查雷家族的军团需要一位我可以信任的指挥官。我任命你统领我们的远征军；不巧的是，你会需要一位'顾问'。"[NEWLINE][NEWLINE]"多谢父亲的信任，我定当让你引以为荣。"[NEWLINE][NEWLINE]"正如祭司们所言，先侍奉你的神，再侍奉你的王，然后侍奉你的指挥官。因此，先前往布里吉特之光修道院，再去履行他们为我军安排的职责。得空便归家，我很想听听你旅途的消息。退下吧。"
TXT_KEY_WB_FALL_OF_CUANTINE_LANUN	在你整备军队准备开拔时，你的忏悔祭司走近。"德西乌斯指挥官，我们已查明在丛林里发现的那股污秽的源头。事实上，它源自拉努恩人的港口。我们本已与拉努恩人谈妥了贸易往来，但显然他们任凭自己的城市被'暗流'侵染。我们必须铲除每一座信奉暗流宗教的城市。"[NEWLINE][NEWLINE]罗希尔说："这么说，你解放那些扭曲之人，只是为了追踪并消灭他们？"[NEWLINE][NEWLINE]"若这些人已把灵魂交予恶魔，他们的性命便已断送。若他们的誓言仍然作数，他们将永远与朱尼尔同在。无论哪种，我们都将保护班诺尔人免受这股污秽之害，善的力量绝不会从埃雷布斯的大地上消褪或黯淡。"[NEWLINE][NEWLINE]"在我看来，这更像是为了力量，而非为了善，德西乌斯。"罗希尔说。
TXT_KEY_WB_FALL_OF_CUANTINE_MASK	在你注视着拉努恩人的暗流神殿被摧毁时，一名代言者被带到你面前。"你们在此的擅闯不可饶恕！这片圣地回荡着深渊的回响。"[NEWLINE][NEWLINE]"你对邪恶的效忠已注定了你的命运，"沃隆说道。[NEWLINE][NEWLINE]"命运任我们扭转，复仇由我来施行。起来吧，仆从们！"[NEWLINE][NEWLINE]德西乌斯扫视地平线，然后向他的顾问们高喊："看向地平线！溺死者正从深渊升起，直奔昆汀。我们徒步无法赶在他们之前抵达。"[NEWLINE][NEWLINE]罗希尔说："这些狂信徒的造物，我曾见人用它们渡水而行。"[NEWLINE][NEWLINE]"我们不能冒它们所带的那股污秽之险，"忏悔祭司对他说。[NEWLINE][NEWLINE]"愚蠢的祭司，这值得一冒。你为了你那份纯洁，竟拿我们族人的性命去赌？那你便遵你的律法去，我则遵从我自己的心。"罗希尔戴上了代言者的面具，朝波涛走去。
TXT_KEY_WB_GIFT_OF_KYLORIN_DESC	描述：丹安意欲通过先祖之洞的试炼。[NEWLINE][NEWLINE]特殊规则：这是一场地牢冒险。你操控一个单位穿越剧本中的重重挑战，若该单位阵亡，你便失败。
TXT_KEY_WB_GIFT_OF_KYLORIN_INTRO	在魔法纪元，凯洛林用魔法试炼把寻常法师与真正的天才区分开来。试炼中出现的东西皆是幻象，但死亡的风险却是真实的。多数人丧命，而通过试炼的少数人日后成了他们那个时代最强大的大魔法师之列。[NEWLINE][NEWLINE]当今某些领袖，如奥斯·加贝拉与普宾塔克，便是在帕特里亚还是唯一的人类帝国之时经历过这些试炼的。另一些人，如拉罗斯、巴尔巴托斯或特伦顿·马约西，则是这些试炼中不那么为人所知的幸存者。[NEWLINE][NEWLINE]直到重生纪元过去数百年后，阿姆莱特的丹安才发现了这些魔法试炼的记录。它们被视为古旧之物，是帕特里亚最黑暗时期的一段残暴回忆。阿姆莱特人的文化推崇公开研习魔法，这被看作一种更为开明的方式。[NEWLINE][NEWLINE]但丹安好奇自己与帕特里亚的大魔法师们相比如何。他更感兴趣的是，这试炼似乎赋予了那些幸运幸存者更强的天赋。丹安四处搜寻，找到了这些试炼的数处所在，但大多不过是空塔、地牢或洞窟迷宫。直到第四纪元441年，丹安找到了一处仍在运作的所在。[NEWLINE][NEWLINE]当地人是一群生活在其帝国边缘的巴尔塞拉弗渔民，很久以前便学会了避开那处洞窟；进去的人无一出来。他们声称死神本尊就住在里面。他们还声称鸡是神圣的，所以丹安并没太把他们的警告当回事。[NEWLINE][NEWLINE]备好法杖与治疗药膏——这是给试炼者的传统助力——丹安走进了洞窟。
TXT_KEY_WB_INTO_THE_DESERT_MALAKIM_INTRO	德西乌斯被控行使巫术、召唤恶魔后，逃离了故土。他寻求保全自己的信念，并在海那边密尔沙漠的马拉基姆人中找到一个新的开端。这支古老的部族正围绕着一位出人意料的新精神领袖凝聚起来——那便是精灵范恩·哥萨姆，一位来自与世隔绝的精灵聚落的难民。[NEWLINE][NEWLINE]马拉基姆人收留了德西乌斯及其随从；沙漠中好客是一条铁律。然而，他尚未见到自己的东道主。[NEWLINE][NEWLINE][NEWLINE]傍晚看着年轻士兵操练时，德西乌斯被一名乌发女子走近，她身旁伴着一头沙狮幼崽。飘逸的长袍为她隔去日晒，却在风将其吹得紧贴身形时丝毫掩不住她的曲线。"欢迎你，陌生人。你有着深谙此道之人的神态，而这些小子们正为掌握它而苦苦挣扎。"[NEWLINE][NEWLINE]"我曾是个小有名气的士兵，夫人，也一度当过指挥官。我讨伐我族人的敌人，直到我自己被判为敌人。"[NEWLINE][NEWLINE]"强健而睿智，又被剥夺了自己的传承，就像我们的范恩。我们能用得上你的本领，作为交换，给你一处庇护之所。"[NEWLINE][NEWLINE]"承蒙美意，夫人。你有权作此提议吗？"[NEWLINE][NEWLINE]"我在此地掌握的不是权柄，只是影响力，但我料想已然足够。若你此刻能为我们办成一件事，就更是如此。范恩·哥萨姆外出朝圣已有些时日，我担心去得太久了。带一队人去找他，往东，在天堂之镜那里，你便证明了自己的价值，赢得了你的位置。"[NEWLINE][NEWLINE]德西乌斯点头起身。"那我便去做。我该说是谁委托了这次搜寻？"[NEWLINE][NEWLINE]那位夫人微笑。"我的名字是塔莉娅。"
TXT_KEY_WB_LORD_OF_THE_BALORS_ALTAR_TO_DIS	这座祭坛是献给巨角炎魔之主的。地狱的众多爪牙在此献祭，盼望能博得海勃雷姆几分青睐。许多将领曾抵达至此，但你是第一个并非被恶魔军团抬来、在这黑红相间的石上献祭的人。
TXT_KEY_WB_LORD_OF_THE_BALORS_CONCLUSION_BASIUM	天界的战士们欢呼起来。这些人凶悍而热忱，把自己的生命视作一段临时的过场，之后便将蜕变为巴希姆军中那些华美的天使。他们全身心投入战斗，毫不迟疑地开进小者圣祠。在正义之战中赴死是他们的期望。世上从没有年老的天界士兵。[NEWLINE][NEWLINE]天使们则更为肃穆。持燃剑的炽天使们警觉地留意着更多危险，座天使们头一回在圣祠内毫无阻碍地飞行、浮于破碎的原野之上，而女武神们则照料着死者。[NEWLINE][NEWLINE]巴希姆立于地狱王座之前，那是埃雷布斯上一个巨大的裂口。它周围的地面渗出浓稠而黑暗的脓液。这是这个世界上一道实实在在的伤口，被彻底污染与亵渎。透过它可以望见地狱——一座巍峨的高山，不断向下延伸至幽暗的沼泽。巴希姆知道，在那片沼泽之外的某处，坐落着玛门那座污秽的城市。这是把人类灵魂化为恶魔的第一步。[NEWLINE][NEWLINE]巴希姆举起他的巨棒，棒中恶魔在痛苦与折磨中哀嚎，因为它不会让任何被它所杀的恶魔返回他们不朽的国度。两名炽天使拔剑落在传送门旁。[NEWLINE][NEWLINE]"大功告成。"炽天使低声吟诵道。[NEWLINE][NEWLINE]"还没有，"巴希姆答道，"我们的战斗尚未结束。若我们要真正击败地狱军团，就必须夷平玛门之城，横扫卡姆罗斯的原野，摧毁艾隆的神殿。然后我们将唤醒阿加雷斯本尊，派一支军队进入尘海，把他从他的领域中除去。"[NEWLINE][NEWLINE]言毕，巴希姆穿过那道门，他的军队毫不迟疑地跟在他身后。待众人全部通过，他们便捣毁了身后的门。一整支军队，一个民族，心甘情愿地走入地狱，从埃雷布斯上消失了。
